"","locs2","Column","dates","notice","status","landref","locs","document","dates2","landref_cl","monthlies","duplic","lat","long","county","monthcats","vars"
"4401","Nakuru",566,2016-03-04,"GAZETTENOTICENO1365","Lost","Nakuru/ Municipality Block 26/ 70( Ndege)","district of Nakuru","Land Title Deed","04March2016","Nakuru/Municipality Block 26/70( Ndege)","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4402","Nakuru",1343,2014-11-07,"GAZETTENOTICENO8027","Lost","Nakuru/ Municipality Block 28/ 246","district of Nakuru","Land Title Deed","07November2014","Nakuru/Municipality Block 28/246","Nov2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4403","Nakuru",1344,2014-11-07,"GAZETTENOTICENO8027","Lost","Nakuru/ Municipality Block 28/ 290","district of Nakuru","Land Title Deed","07November2014","Nakuru/Municipality Block 28/290","Nov2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4404","Nakuru",3846,2014-09-19,"GAZETTENOTICENO6475-6554","Lost","Nakuru/ Municipality Block 29/ 1188","district of Nakuru","Land Title Deed","19September2014","Nakuru/Municipality Block 29/1188","Sep2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4405","Nakuru",3290,2015-07-17,"GAZETTENOTICENO5163","Lost","Nakuru/ Municipality Block 29/ 1572","district of Nakuru","Land Title Deed","17July2015","Nakuru/Municipality Block 29/1572","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4406","Nakuru",1170,2015-11-06,"GAZETTENOTICENO8242","Lost","Nakuru/ Municipality Block 29/ 1837","district of Nakuru","Land Title Deed","06November2015","Nakuru/Municipality Block 29/1837","Nov2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4407","Nakuru",5916,2015-08-28,"GAZETTENOTICENO6249","Lost","Nakuru/ Municipality Block 29/ 379( Ronda)","district of Nakuru","Land Title Deed","28August2015","Nakuru/Municipality Block 29/379( Ronda)","Aug2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4408","Nakuru",4520,2016-04-22,"GAZETTENOTICENO2728","Unknown","Nakuru/ Municipality Block 3/ 81","district of Nakuru","other","22April2016","Nakuru/Municipality Block 3/81","Apr2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",0
"4409","Nakuru",5136,2015-07-24,"GAZETTENOTICENO5290","Lost","Nakuru/ Municipality Block 30/ 221","district of Nakuru","Land Title Deed","24July2015","Nakuru/Municipality Block 30/221","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4410","Nakuru",5556,2016-02-26,"GAZETTENOTICENO1097","Lost","Nakuru/ Municipality Block 4/ 28","district of Nakuru","Land Title Deed","26February2016","Nakuru/Municipality Block 4/28","Feb2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4411","Nakuru",5507,2015-09-25,"GAZETTENOTICENO7060","Lost","Nakuru/ Municipality Block 7/ 116","district of Nakuru","Land Title Deed","25September2015","Nakuru/Municipality Block 7/116","Sep2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4412","Nakuru",5131,2015-07-24,"GAZETTENOTICENO5290","Lost","Nakuru/ Municipality Block 8/ 59","district of Nakuru","Land Title Deed","24July2015","Nakuru/Municipality Block 8/59","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4413","Nakuru",6153,2014-08-29,"GAZETTENOTICENO5981","Lost","Nakuru/ Olongai Phase II/ 66","district of Nakuru","Land Title Deed","29August2014","Nakuru/Olongai Phase II/66","Aug2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4414","Nakuru",6152,2014-08-29,"GAZETTENOTICENO5980","Lost","Nakuru/ Olongai Phase II/ 72","district of Nakuru","Land Title Deed","29August2014","Nakuru/Olongai Phase II/72","Aug2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4415","Nakuru",2022,2014-12-11,"GAZETTENOTICENO8897-8963","Lost","Nakuru/ Piave/ 1101","district of Nakuru","Land Title Deed","11December2014","Nakuru/Piave/1101","Dec2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4416","Nakuru",4522,2016-04-22,"GAZETTENOTICENO2730","Lost","Nakuru/ Piave/ 1391","district of Nakuru","Land Title Deed","22April2016","Nakuru/Piave/1391","Apr2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4417","Nakuru",5692,2015-02-27,"GAZETTENOTICENO1242","Lost","Nakuru/ Piave/ 1772","district of Nakuru","Land Title Deed","27February2015","Nakuru/Piave/1772","Feb2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4418","Nakuru",4326,2015-08-21,"GAZETTENOTICENO6077-6084","Lost","Nakuru/ Piave/ 3621","district of Nakuru","Land Title Deed","21August2015","Nakuru/Piave/3621","Aug2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4419","Nakuru",4325,2015-08-21,"GAZETTENOTICENO6077-6084","Lost","Nakuru/ Piave/ 3622","district of Nakuru","Land Title Deed","21August2015","Nakuru/Piave/3622","Aug2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4420","Nakuru",3394,2014-10-17,"GAZETTENOTICENO7283","Lost","Nakuru/ Rare/ Bagaria/ 22","district of Nakuru","Land Title Deed","17October2014","Nakuru/Rare/Bagaria/22","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4421","Nakuru",5295,2014-10-24,"GAZETTENOTICENO7556","Lost","Nakuru/ Rare/ Gichobo/ 1455","district of Nakuru","Land Title Deed","24October2014","Nakuru/Rare/Gichobo/1455","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4422","Nakuru",1228,2015-08-07,"GAZETTENOTICENO5689-5767","Lost","Nakuru/ Rare/ Kiriri/ 1132","district of Nakuru","Land Title Deed","07August2015","Nakuru/Rare/Kiriri/1132","Aug2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4423","Nakuru",2478,2014-09-12,"GAZETTENOTICENO6323-6375","Lost","Nakuru/ Rare/ Kiriri/ 1259","district of Nakuru","Land Title Deed","12September2014","Nakuru/Rare/Kiriri/1259","Sep2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4424","Nakuru",2226,2015-09-11,"GAZETTENOTICENO6619-6690","Lost","Nakuru/ Rare/ Kiriri/ 1910","district of Nakuru","Land Title Deed","11September2015","Nakuru/Rare/Kiriri/1910","Sep2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4425","Nakuru",2477,2014-09-12,"GAZETTENOTICENO6323-6375","Lost","Nakuru/ Rare/ Kiriri/ 390","district of Nakuru","Land Title Deed","12September2014","Nakuru/Rare/Kiriri/390","Sep2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4426","Nakuru",731,2016-02-05,"GAZETTENOTICENO613","Lost","Nakuru/ Rare/ Kiriri/ 497","district of Nakuru","Land Title Deed","05February2016","Nakuru/Rare/Kiriri/497","Feb2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4427","Nakuru",1098,2016-05-06,"GAZETTENOTICENO3168","Lost","Nakuru/ Rare/ Kiriri/ 573","district of Nakuru","Land Title Deed","06May2016","Nakuru/Rare/Kiriri/573","May2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4428","Nakuru",6229,2016-01-29,"GAZETTENOTICENO408","Lost","Nakuru/ Rare/ Naishi/ 1100","district of Nakuru","Land Title Deed","29January2016","Nakuru/Rare/Naishi/1100","Jan2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4429","Nakuru",1593,2016-01-08,"GAZETTENOTICENO13","Lost","Nakuru/ Rare/ Naishi/ 1541","district of Nakuru","Land Title Deed","08January2016","Nakuru/Rare/Naishi/1541","Jan2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4430","Nakuru",5864,2015-11-27,"GAZETTENOTICENO8803","Lost","Nakuru/ Rare/ Nguriga/ 210","district of Nakuru","Land Title Deed","27November2015","Nakuru/Rare/Nguriga/210","Nov2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4431","Nakuru",1959,2014-10-10,"GAZETTENOTICENO7108","Lost","Nakuru/ Rare/ Nguriga/ 27","district of Nakuru","Land Title Deed","10October2014","Nakuru/Rare/Nguriga/27","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4432","Nakuru",605,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Nakuru/ Rare/ Nguriga/ 843","district of Nakuru","Land Title Deed","04September2015","Nakuru/Rare/Nguriga/843","Sep2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4433","Nakuru",2714,2015-11-13,"GAZETTENOTICENO8513","Lost","Nakuru/ Rare/ Nguriga/ 965","district of Nakuru","Land Title Deed","13November2015","Nakuru/Rare/Nguriga/965","Nov2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4434","Nakuru",6625,2015-07-31,"GAZETTENOTICENO5549-5636","Lost","Nakuru/ Rare/ Ngurika/ 518","district of Nakuru","Land Title Deed","31July2015","Nakuru/Rare/Ngurika/518","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4435","Nakuru",6335,2015-05-29,"GAZETTENOTICENO3898","Lost","Nakuru/ San Marco/ 710","district of Nakuru","Green Card","29May2015","Nakuru/San Marco/710","May2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4436","Nakuru",562,2016-03-04,"GAZETTENOTICENO1361","Lost","Nakuru/ San/ Marco/ 820","district of Nakuru","Land Title Deed","04March2016","Nakuru/San/Marco/820","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4437","Nakuru",945,2015-02-06,"GAZETTENOTICENO743","Lost","Nakuru/ Temoyetta Settlement Scheme/ 90","district of Nakuru","Land Title Deed","06February2015","Nakuru/Temoyetta Settlement Scheme/90","Feb2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4438","Nakuru",6534,2015-10-30,"GAZETTENOTICENO8119","Lost","Narok/ Siruru Block 1/ 263","district of Nakuru","Land Title Deed","30October2015","Narok/Siruru Block 1/263","Oct2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4439","Nakuru",58,2016-04-01,"GAZETTENOTICENO2134","Lost","Naromoru Block II/ Muriru/ 1201","district of Nakuru","Land Title Deed","01April2016","Naromoru Block II/Muriru/1201","Apr2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4440","Nakuru",874,2015-06-05,"GAZETTENOTICENO4074-4078","Lost","Njoro/ Ngata Block 1/ 1253","district of Nakuru","White card","05June2015","Njoro/Ngata Block 1/1253","Jun2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4441","Nakuru",1096,2016-05-06,"GAZETTENOTICENO3166","Lost","Njoro/ Ngata Block 1/ 2076","district of Nakuru","Land Title Deed","06May2016","Njoro/Ngata Block 1/2076","May2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4442","Nakuru",6339,2015-05-29,"GAZETTENOTICENO3899","Lost","Njoro/ Ngata Block 1/ 2404( Kiamunyeki)","district of Nakuru","White card","29May2015","Njoro/Ngata Block 1/2404( Kiamunyeki)","May2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4443","Nakuru",514,2014-07-04,"GAZETTENOTICENO4499","Lost","Njoro/ Ngata Block 1/ 3037","district of Nakuru","Land Title Deed","04July2014","Njoro/Ngata Block 1/3037","Jul2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4444","Nakuru",6579,2015-12-31,"GAZETTENOTICENO9584","Lost","Njoro/ Ngata Block 1/ 307( New Kiambu)","district of Nakuru","Land Title Deed","31December2015","Njoro/Ngata Block 1/307( New Kiambu)","Dec2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4445","Nakuru",606,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","Njoro/ Ngata Block 1/ 3185","district of Nakuru","Land Title Deed","04September2015","Njoro/Ngata Block 1/3185","Sep2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4446","Nakuru",729,2016-02-05,"GAZETTENOTICENO613","Lost","Njoro/ Ngata Block 1/ 5382","district of Nakuru","Land Title Deed","05February2016","Njoro/Ngata Block 1/5382","Feb2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4447","Nakuru",6467,2014-05-30,"GAZETTENOTICENO3606","Lost","Njoro/ Ngata Block 1/ 5547","district of Nakuru","Land Title Deed","30May2014","Njoro/Ngata Block 1/5547","May2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4448","Nakuru",6468,2014-05-30,"GAZETTENOTICENO3607","Lost","Njoro/ Ngata Block 1/ 5548","district of Nakuru","Land Title Deed","30May2014","Njoro/Ngata Block 1/5548","May2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4449","Nakuru",6708,2014-10-31,"GAZETTENOTICENO7782","Lost","Njoro/ Ngata Block 1/ 6011","district of Nakuru","Land Title Deed","31October2014","Njoro/Ngata Block 1/6011","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4450","Nakuru",6709,2014-10-31,"GAZETTENOTICENO7782","Lost","Njoro/ Ngata Block 2/ 1049","district of Nakuru","Land Title Deed","31October2014","Njoro/Ngata Block 2/1049","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4451","Nakuru",6700,2014-10-31,"GAZETTENOTICENO7769","Unknown","Njoro/ Ngata Block 2/ 1422( Kirobon' A')","district of Nakuru","other","31October2014","Njoro/Ngata Block 2/1422( Kirobon' A')","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",0
"4452","Nakuru",1859,2015-04-10,"GAZETTENOTICENO2340","Unknown","Njoro/ Ngata Block 2/ 1424( Kirobon  A","district of Nakuru","Land Title Deed","10April2015","Njoro/Ngata Block 2/1424( Kirobon  A","Apr2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",0
"4453","Nakuru",2099,2014-07-11,"GAZETTENOTICENO4637","Lost","Njoro/ Ngata Block 2/ 1433","district of Nakuru","Land Title Deed","11July2014","Njoro/Ngata Block 2/1433","Jul2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4454","Nakuru",1065,2015-03-06,"GAZETTENOTICENO1471-1517","Lost","Njoro/ Ngata Block 2/ 1833( Kirobon)","district of Nakuru","Land Title Deed","06March2015","Njoro/Ngata Block 2/1833( Kirobon)","Mar2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4455","Nakuru",3595,2015-09-18,"GAZETTENOTICENO6857-6932","Unknown","Njoro/ Ngata Block 2/ 2015( Kirobon  A","district of Nakuru","Land Title Deed","18September2015","Njoro/Ngata Block 2/2015( Kirobon  A","Sep2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",0
"4456","Nakuru",1100,2016-05-06,"GAZETTENOTICENO3170","Lost","Njoro/ Ngata Block 2/ 247","district of Nakuru","Land Title Deed","06May2016","Njoro/Ngata Block 2/247","May2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4457","Nakuru",1097,2016-05-06,"GAZETTENOTICENO3167","Lost","Njoro/ Ngata Block 2/ 49( Kirobon)","district of Nakuru","Land Title Deed","06May2016","Njoro/Ngata Block 2/49( Kirobon)","May2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4458","Nakuru",137,2014-08-01,"GAZETTENOTICENO5298","Unknown","Njoro/ Ngata Block 2/ 605( Kirobon  A","district of Nakuru","Land Title Deed","01August2014","Njoro/Ngata Block 2/605( Kirobon  A","Aug2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",0
"4459","Nakuru",138,2014-08-01,"GAZETTENOTICENO5299","Unknown","Njoro/ Ngata Block 2/ 606( Kirobon  A","district of Nakuru","Land Title Deed","01August2014","Njoro/Ngata Block 2/606( Kirobon  A","Aug2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",0
"4460","Nakuru",4862,2015-01-23,"GAZETTENOTICENO382-442","Lost","Njoro/ Ngata Block 2/ 721","district of Nakuru","Land Title Deed","23January2015","Njoro/Ngata Block 2/721","Jan2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4461","Nakuru",2597,2014-06-13,"GAZETTENOTICENO3896","Lost","Njoro/ Ngata Block 5/ 22","district of Nakuru","Land Title Deed","13June2014","Njoro/Ngata Block 5/22","Jun2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4462","Nakuru",302,2015-10-02,"GAZETTENOTICENO7263","Lost","Njoro/ Ngata Block 5/ 254( Ogilgei)","district of Nakuru","Land Title Deed","02October2015","Njoro/Ngata Block 5/254( Ogilgei)","Oct2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4463","Nakuru",877,2015-06-05,"GAZETTENOTICENO4074-4078","Lost","Njoro/ Ngata Block 7/ 316( Chumo)","district of Nakuru","White card","05June2015","Njoro/Ngata Block 7/316( Chumo)","Jun2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4464","Nakuru",876,2015-06-05,"GAZETTENOTICENO4074-4078","Lost","Njoro/ Ngata Block 7/ 317( Chumo)","district of Nakuru","White card","05June2015","Njoro/Ngata Block 7/317( Chumo)","Jun2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4465","Nakuru",2289,2016-02-12,"GAZETTENOTICENO708","Lost","Njoro/ Ngata Block 7/ 552","district of Nakuru","Land Title Deed","12February2016","Njoro/Ngata Block 7/552","Feb2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4466","Nakuru",3593,2015-09-18,"GAZETTENOTICENO6857-6932","Lost","Njoro/ Ngata Block 9/ 44( Mwangaza)","district of Nakuru","Land Title Deed","18September2015","Njoro/Ngata Block 9/44( Mwangaza)","Sep2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4467","Nakuru",1173,2015-11-06,"GAZETTENOTICENO8242","Lost","Njoro/ Njoro Block 1/ 156","district of Nakuru","Land Title Deed","06November2015","Njoro/Njoro Block 1/156","Nov2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4468","Nakuru",1174,2015-11-06,"GAZETTENOTICENO8242","Lost","Njoro/ Njoro Block 1/ 158","district of Nakuru","Land Title Deed","06November2015","Njoro/Njoro Block 1/158","Nov2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4469","Nakuru",5915,2015-08-28,"GAZETTENOTICENO6248","Lost","Njoro/ Njoro Block 1/ 297","district of Nakuru","Land Title Deed","28August2015","Njoro/Njoro Block 1/297","Aug2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4470","Nakuru",6533,2015-10-30,"GAZETTENOTICENO8118","Lost","Njoro/ Njoro Block 3/ 35( Mwigito)","district of Nakuru","Land Title Deed","30October2015","Njoro/Njoro Block 3/35( Mwigito)","Oct2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4471","Nakuru",1172,2015-11-06,"GAZETTENOTICENO8242","Lost","Njoro/ Njoro Block 4/ 1136","district of Nakuru","Land Title Deed","06November2015","Njoro/Njoro Block 4/1136","Nov2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4472","Nakuru",1171,2015-11-06,"GAZETTENOTICENO8242","Lost","Njoro/ Njoro Block 4/ 1137","district of Nakuru","Land Title Deed","06November2015","Njoro/Njoro Block 4/1137","Nov2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4473","Nakuru",5912,2015-08-28,"GAZETTENOTICENO6245","Lost","Njoro/ Njoro Block 4/ 122( Belbur)","district of Nakuru","Land Title Deed","28August2015","Njoro/Njoro Block 4/122( Belbur)","Aug2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4474","Nakuru",5303,2014-10-24,"GAZETTENOTICENO7564","Lost","Njoro/ Njoro Block 4/ 892","district of Nakuru","Land Title Deed","24October2014","Njoro/Njoro Block 4/892","Oct2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4475","Nakuru",5505,2015-09-25,"GAZETTENOTICENO7058","Lost","Njoro/ Njoro Block 5/ 36( Egerton)","district of Nakuru","Land Title Deed","25September2015","Njoro/Njoro Block 5/36( Egerton)","Sep2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4476","Nakuru",2530,2015-02-13,"GAZETTENOTICENO887","Lost","Njoro/ Njoro Block 5/ 771( Ngondu)","district of Nakuru","Land Title Deed","13February2015","Njoro/Njoro Block 5/771( Ngondu)","Feb2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4477","Nakuru",3228,2015-10-16,"GAZETTENOTICENO7732","Lost","Njoro/ Njoro Block 5/ 95( Egerton)","district of Nakuru","Land Title Deed","16October2015","Njoro/Njoro Block 5/95( Egerton)","Oct2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4478","Nakuru",256,2015-01-02,"GAZETTENOTICENO9-62","Lost","Njoro/ Township Block 1/ 1279","district of Nakuru","Land Title Deed","02January2015","Njoro/Township Block 1/1279","Jan2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4479","Nakuru",6396,2015-01-30,"GAZETTENOTICENO512-603","Lost","Ol- Olonga Phase 11/ 114","district of Nakuru","Land Title Deed","30January2015","Ol- Olonga Phase 11/114","Jan2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4480","Nakuru",6397,2015-01-30,"GAZETTENOTICENO512-603","Lost","Ol- Olonga Phase 11/ 120","district of Nakuru","Land Title Deed","30January2015","Ol- Olonga Phase 11/120","Jan2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4481","Nakuru",6395,2015-01-30,"GAZETTENOTICENO512-603","Lost","Ol- Olonga Phase 11/ 135","district of Nakuru","Land Title Deed","30January2015","Ol- Olonga Phase 11/135","Jan2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4482","Nakuru",3028,2016-04-15,"GAZETTENOTICENO2503","Lost","Ol- Rongai/ Settlement Scheme/ 112","district of Nakuru","Land Title Deed","15April2016","Ol- Rongai/Settlement Scheme/112","Apr2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4483","Nakuru",5504,2015-09-25,"GAZETTENOTICENO7057","Lost","Olenguruone/ Keringet Block 2/ 165","district of Nakuru","Land Title Deed","25September2015","Olenguruone/Keringet Block 2/165","Sep2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4484","Nakuru",5558,2016-02-26,"GAZETTENOTICENO1099","Lost","Piave Settlement Scheme/ 3433","district of Nakuru","Land Title Deed","26February2016","Piave Settlement Scheme/3433","Feb2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4485","Nakuru",6577,2015-12-31,"GAZETTENOTICENO9582","Lost","Rare/ Gichobo/ 1117","district of Nakuru","Land Title Deed","31December2015","Rare/Gichobo/1117","Dec2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4486","Nakuru",3932,2015-02-20,"GAZETTENOTICENO1103","Lost","Rare/ Teret Block 1/ 1153","district of Nakuru","Land Title Deed","20February2015","Rare/Teret Block 1/1153","Feb2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4487","Nakuru",6628,2015-07-31,"GAZETTENOTICENO5549-5636","Lost","Rare/ Teret Block 1/ 123","district of Nakuru","Land Title Deed","31July2015","Rare/Teret Block 1/123","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4488","Nakuru",3485,2014-07-18,"GAZETTENOTICENO4909","Lost","Rare/ Teret Block 1/ 1706","district of Nakuru","Land Title Deed","18July2014","Rare/Teret Block 1/1706","Jul2014",TRUE,-0.3030988,36.080026,"Nakuru","Apr - Aug, 2014",1
"4489","Nakuru",2290,2016-02-12,"GAZETTENOTICENO708","Lost","Rare/ Teret Block 1/ 1774","district of Nakuru","Land Title Deed","12February2016","Rare/Teret Block 1/1774","Feb2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4490","Nakuru",2880,2014-11-14,"GAZETTENOTICENO8179-8268","Lost","Rare/ Teret Block 1/ 1968","district of Nakuru","Land Title Deed","14November2014","Rare/Teret Block 1/1968","Nov2014",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2014",1
"4491","Nakuru",5132,2015-07-24,"GAZETTENOTICENO5290","Lost","Rare/ Teret Block 1/ 197","district of Nakuru","Land Title Deed","24July2015","Rare/Teret Block 1/197","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
"4492","Nakuru",2712,2015-11-13,"GAZETTENOTICENO8513","Lost","Rare/ Teret Block 1/ 2313","district of Nakuru","Land Title Deed","13November2015","Rare/Teret Block 1/2313","Nov2015",TRUE,-0.3030988,36.080026,"Nakuru","Sep - Dec, 2015",1
"4493","Nakuru",5210,2016-03-24,"GAZETTENOTICENO1907","Lost","Rare/ Teret Block I/ 782","district of Nakuru","Land Title Deed","24March2016","Rare/Teret Block I/782","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4494","Nakuru",5211,2016-03-24,"GAZETTENOTICENO1908","Lost","Rare/ Teret Block I/ 957","district of Nakuru","Land Title Deed","24March2016","Rare/Teret Block I/957","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4495","Nakuru",5212,2016-03-24,"GAZETTENOTICENO1909","Lost","Rare/ Teret Block I/ 963","district of Nakuru","Land Title Deed","24March2016","Rare/Teret Block I/963","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4496","Nakuru",5213,2016-03-24,"GAZETTENOTICENO1910","Lost","Rare/ Teret Block I/ 965","district of Nakuru","Land Title Deed","24March2016","Rare/Teret Block I/965","Mar2016",TRUE,-0.3030988,36.080026,"Nakuru","Jan - May, 2016",1
"4497","Nakuru",5796,2015-03-27,"GAZETTENOTICENO1997","Lost","Rongai/ Lengenet Block 2/ 609","district of Nakuru","Land Title Deed","27March2015","Rongai/Lengenet Block 2/609","Mar2015",TRUE,-0.3030988,36.080026,"Nakuru","Jan - Apr, 2015",1
"4498","Nakuru",6634,2015-07-31,"GAZETTENOTICENO5549-5636","Lost","Rongai/ Lengenet Block 3/ 11( Kiplombe)","district of Nakuru","Land Title Deed","31July2015","Rongai/Lengenet Block 3/11( Kiplombe)","Jul2015",TRUE,-0.3030988,36.080026,"Nakuru","May - Aug, 2015",1
